Place of Publication,Year of Publication,Author,URL
Madrid,1847-50,"BERATARRECHEA, Juan Bautisto de.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002983576
Philadelphia,1874,"KIRK, John Foster.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002983593
London,1878,"KIRK, John Foster.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002983594
London,1893,"KIRK, John Foster.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002983600
Philadelphia,1873,"KIRK, John Foster.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002983620
London,1892,"KIRK, John Foster.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002983626
Ulm,1877,"BALDINGER, Franz Heinrich.|RIESS, Carl - Architect",http://www.flickr.com/photos/britishlibrary/tags/sysnum002984116
New York,1870,"Prentice, George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002984197
Preston,1818,"TAYLOR, John - of Preston",http://www.flickr.com/photos/britishlibrary/tags/sysnum002984606
London,1892,"PRETYMAN, Frederic.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002985708
Lemgo,1860-68,"FALKMANN, A.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002985958
London,[1859],"AVEZAC-MACAYA, Marie Armand Pascal d'.|Wright, Thomas",http://www.flickr.com/photos/britishlibrary/tags/sysnum002988488
"London, Hertford printed",1857,"LATHAM, Robert Gordon.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002988503
London,1899,"PRICHARD, afterwards HESKETH-PRICHARD, Hesketh Vernon.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002988524
London,1842,"POTTER, George William - a Trustee of the Wells and Campden Charity",http://www.flickr.com/photos/britishlibrary/tags/sysnum002988667
London,1824,"SOANE, George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002988728
London,1857,"TURNLEY, Joseph.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002989249
"pp. 352. Spencer Blackett: London, [1888.]",,"TABOR, afterwards STEPHENSON, Eliza.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002990853
"London, 1838",,"GWILLIAM, John.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002990860
Manchester; Edinburgh printed,1880,"LITHGOW, Robert Alexander Douglas.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002991235
London,1802.],"PROUD, Joseph.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002991260
London,1803,"PROUD, Joseph.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002991261
London,1804,"PROUD, Joseph.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002991262
Boston,1852,"DRAKE, Samuel Gardner.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002991344
London,1841,"HALLIDAY, Andrew - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum002991959
Edinburgh,1884,"PRINGLE, Alexander - of Yair",http://www.flickr.com/photos/britishlibrary/tags/sysnum002991982
London,1838,"RITCHIE, Leitch.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002992063
London,1835,"CONDER, Josiah - Editor of “The Patriot.”",http://www.flickr.com/photos/britishlibrary/tags/sysnum002992068
London?],1857,"SMYTH, William Henry - Rear Admiral",http://www.flickr.com/photos/britishlibrary/tags/sysnum002992729
Edinburgh,1858,"Gilfillan, George",http://www.flickr.com/photos/britishlibrary/tags/sysnum002992782
London,1729,"WESLEY, Samuel - the Younger",http://www.flickr.com/photos/britishlibrary/tags/sysnum002993223
London,1874,"PROCTOR, John - Artist",http://www.flickr.com/photos/britishlibrary/tags/sysnum002993494
London,1819,"Heurter, Frederick Damien.|PAMBRUN, Pierre Chrysologue.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002993534
London,1866,"SEEMANN, Berthold Carl.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002993664
London,1866,"DOBSON, William Thomas Charles.|PALMER, Samuel - Artist|Tenniel, John - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum002995169
London,1794,"MORRES, Hervey Redmond - Viscount Mountmorres",http://www.flickr.com/photos/britishlibrary/tags/sysnum002995760
London,1820,"WATSON, afterwards TAYLOR, George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002996102
London,1844,"DALTON, Edwin.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002997803
Dijon,1885,"LIPPE, Paul.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002998150
London,1718,"AMHURST, Nicholas.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002998542
Bristol,[1893],"P., R.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002999642
Orléans,1887,"DREUZY, R. de.",http://www.flickr.com/photos/britishlibrary/tags/sysnum002999716
Darmstadt,1852,"POPPEL, Johann Gabriel Friedrich.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003002486
Berlin,1845,"BERGHAUS, Heinrich Carl Wilhelm.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003002515
Scarborough,1841,"HOWARD, Robert - Incumbent of Christ Church, Scarborough|MILLER, Michael Hodsoll.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003003351
Cracovie,1870,"Długosz, Jan.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003003550
Stockholm,1891,"Hedin, Sven Anders|NORDENSKIÖLD, Nils Adolf Erik - Baron",http://www.flickr.com/photos/britishlibrary/tags/sysnum003003589
Calcutta,1885,"MACCRINDLE, John Watson.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003004366
London,1870,Ouida,http://www.flickr.com/photos/britishlibrary/tags/sysnum003005108
London,1845,"LLOYD, Hannibal Evans.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003005515
Salisbury,1892,"PULLEN, Henry William.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003005641
Leipzig,1862,"HELBIG, Carl Gustav.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003005962
London,"1831, [1829-31]","HEATH, Charles - Engraver|VENTOUILLAC, L. T.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003006488
Berlin,1894,"MINZES, Boris.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003006795
London,1853,"Pulszky, Theresa.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003008022
London,1805,"MATON, William George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003008060
London,1878,"COXE, Holled Wallace Henry.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003008688
London,1899,"MUIR, William - Sir, K.C.S.I",http://www.flickr.com/photos/britishlibrary/tags/sysnum003008734
Frauenfeld,"1886, 1889","STRICKLER, Johann.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003008965
London,1847,"FINDLAY, Alexander George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003009521
London,1839,"LIVINGSTON, Andrew.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003009523
London,"1847, 48","FINDLAY, Alexander George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003009524
London,1845,"FINDLAY, Alexander George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003009527
London,1853,"FINDLAY, Alexander George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003009528
London,1844,"FINDLAY, Alexander George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003009534
London,1855,"FINDLAY, Alexander George.|LAURIE, Richard Holmes.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003009535
London,1856,"FINDLAY, Alexander George.|LAURIE, Richard Holmes.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003009538
London,1855,"FINDLAY, Alexander George.|LAURIE, Richard Holmes.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003009540
"Augusta, Georgia",1880,"JONES, Charles Colcock - the Younger",http://www.flickr.com/photos/britishlibrary/tags/sysnum003009972
London,1810,"GOULBURN, Edward.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003010076
London,1794,"MATHIAS, Thomas James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003010080
Edinburgh,1882,"COCHRANE, Robert - Editor of “The English Essayists.”",http://www.flickr.com/photos/britishlibrary/tags/sysnum003010207
London,1896,"BIGGS, Leonard Vivian.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003010315
С.П.Б,1835,"MURAV'EV, Andrei Nikolaevich.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003011417
Boston [Mass.],1886,"BATES, Arlo.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003011566
New York,1878,"PERKINS, Frederick Beecher.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003011641
London,1884,"CUMMING, Jane Eliza Gordon.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003012408
Paris,1883,"KUSCINSKI, August.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003012409
London,1805,"ARNOLD, Samuel James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003012662
Brentford,1829,"SHIPP, John - Lieutenant",http://www.flickr.com/photos/britishlibrary/tags/sysnum003013348
London,1837,"BODDINGTON, Mary.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003013355
London,[1841],"STICKNEY, afterwards ELLIS, Sarah.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003013356
London,1875,"DAVIS, Ellis James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003013416
Bath,1817,"BAYLY, Nathaniel Thomas Haynes.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003013705
London,1813,"W., W.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003013768
London,1788,"ROSE, John - Rector of St. Martin Outwich, London",http://www.flickr.com/photos/britishlibrary/tags/sysnum003014819
London,1895,"STARR, Frederick.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003014995
London,1872,"INNES, Isabella - Translator",http://www.flickr.com/photos/britishlibrary/tags/sysnum003014997
London,1857,"OTTÉ, Elise C.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003015001
London,1865 [1864],"DE WINTON, afterwards STRETTON, Julia Cecilia.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003015947
London,[1838.],"HODGSON, Orlando.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003015967
London,1876,"THORNE, E.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003016379
London,[1848],"VIÉVARD, J. A.|YOUNG, William Tanner.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003016578
London,1895,"LEE, Edmund - of Bradford",http://www.flickr.com/photos/britishlibrary/tags/sysnum003018675
London,1675,"D., J.|DANCER, John.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003018918
London,1713,"STENNETT, Joseph - the Elder",http://www.flickr.com/photos/britishlibrary/tags/sysnum003019075
Boston [Mass.],1846,"BANCROFT, George - Historian|GRAHAME, James - LL.D",http://www.flickr.com/photos/britishlibrary/tags/sysnum003019108
"London, 1876",,"CRANE, Walter.|Greenaway, Kate",http://www.flickr.com/photos/britishlibrary/tags/sysnum003020710
Edinburgh,1873,"TAYLOR, Elizabeth - Novelist",http://www.flickr.com/photos/britishlibrary/tags/sysnum003020773
London,[1894.],"FULLER, James Franklin.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003020816
London,1856,"ROWAN, Arthur Blennerhasset - Archdeacon of Ardfert",http://www.flickr.com/photos/britishlibrary/tags/sysnum003020996
London,1879,"ROBERTS, Caroline Alice - afterwards ELGAR (Caroline Alice) Lady",http://www.flickr.com/photos/britishlibrary/tags/sysnum003021326
London,[1873],"ROSS, Charles Henry.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003021346
Newark,1893,"ROBERTS, George - Vicar of Norton Disney",http://www.flickr.com/photos/britishlibrary/tags/sysnum003021594
London,1888.],"RAE, James - Tailor",http://www.flickr.com/photos/britishlibrary/tags/sysnum003021798
Warszawa,1850,"RAUTENSTRAUCHOWA, Łucja.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003021995
we Lwowie,1892,"RADZIWIŁŁ, Michał - Prince|RADZIWIŁŁOWA, Helena - Princess",http://www.flickr.com/photos/britishlibrary/tags/sysnum003022202
Abbeville,[1897?],"COTTEREAU, Jean - called Jean Chouan",http://www.flickr.com/photos/britishlibrary/tags/sysnum003022208
"Privately printed: [Edinburgh,] 1844",,"ROBERTSON, Patrick - Lord Robertson",http://www.flickr.com/photos/britishlibrary/tags/sysnum003022241
Croydon,1795,"READ, Thomas - of Croydon",http://www.flickr.com/photos/britishlibrary/tags/sysnum003022425
London,1633,"ROWLEY, William - Dramatist",http://www.flickr.com/photos/britishlibrary/tags/sysnum003022543
London,1638,"ROWLEY, William - Dramatist",http://www.flickr.com/photos/britishlibrary/tags/sysnum003022545
London,1682,"RICHARDS, William - of Helmdon",http://www.flickr.com/photos/britishlibrary/tags/sysnum003022568
London,1819,"ROSE, William Stewart.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003022594
London,1854,"WINNARD, afterwards HOOPER, Jane Margaret.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003024282
London,1844,"TROLLOPE, William - M.A., of Pembroke College, Cambridge",http://www.flickr.com/photos/britishlibrary/tags/sysnum003024902
Agram,1869,"Y., X.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003025253
Paramaribo,1846,"WOLFSON, D. L.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003026189
"D. Nutt: London, 1895",,"Davis, Chip.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003026434
"pp. vii. 76. E. Mathews: London, 1897",,"PARSONS, Beatrice E.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003026436
"ff. 28. D. Nutt: London, 1893",,"B., G. M.|BRADLEY, Gertrude M.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003026441
Leeds,1891,"SYMINGTON, James Ayton.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003026531
Петербургъ,1879,"GIL'TEBRANDT, Petr Andreevich.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003028091
London,1854,"Franklin, John - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum003028266
Madrid,1881,"MESPLÈS, E.|MORENO DE LA TEJERA, Vicente.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003029083
London,1798,"CROSS, John C. - Dramatist",http://www.flickr.com/photos/britishlibrary/tags/sysnum003029216
London,1834,"TAYLOR, Isaac - of Stanford Rivers",http://www.flickr.com/photos/britishlibrary/tags/sysnum003029444
Milano,"1805, 06","B., D. F. C.|CARONNI, Felice.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003029507
Lima,1873,"MEIGGS, Enrique.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003030800
Paris,1887,"FLAMMARION, Camille.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003031773
London,1890,"DESPARD, Charlotte.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003032008
London,1693,"AMES, Richard - Student of Lincoln's Inn",http://www.flickr.com/photos/britishlibrary/tags/sysnum003032384
London,[1869.],"Braddon, M. E. (Mary Elizabeth)",http://www.flickr.com/photos/britishlibrary/tags/sysnum003033148
Bruxelles,1864,"VORSTIUS, Pierre - Bishop of Acgui",http://www.flickr.com/photos/britishlibrary/tags/sysnum003033339
London,1798,"COBB, James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003033626
Porto,1876,"PIMENTEL, Emilio.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003033760
London,1879,"LANG, Leonora Blanche.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003034307
Boston [Mass.],1886,"DOLE, Nathan Haskell.|LANG, Leonora Blanche.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003034308
Montevideo,1884,"ARTIGAS, José Gervasio.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003034961
London,1813,"GOLD, F. - Translator",http://www.flickr.com/photos/britishlibrary/tags/sysnum003035466
Palermo,1883,"BECCADELLI, Antonius - Panormita",http://www.flickr.com/photos/britishlibrary/tags/sysnum003035540
London,1777,"VANDERSTOP, Cornelius.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003036125
London,1865,"WILSON, William - Minister at Etal",http://www.flickr.com/photos/britishlibrary/tags/sysnum003036186
London,1894,"WOODWARD, Horace Bolinbroke.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003036207
London,1775,"MARSTON, John - Dramatist",http://www.flickr.com/photos/britishlibrary/tags/sysnum003036324
Philadelphia,1818,"SMITH, Samuel Stanhope.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003036346
Oxford,1892,"JACKSON, Francis Marris.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003036588
London,1875,"CHRISTLIEB, Theodor - the Elder|GUNDERT, Hermann - of Stuttgart, Missionary|KUEHNE, Johannes.|WEITBRECHT, Mary - Mrs",http://www.flickr.com/photos/britishlibrary/tags/sysnum003037192
London,1757,"DELL, Henry - Bookseller in Holborn",http://www.flickr.com/photos/britishlibrary/tags/sysnum003038739
"pp. 330. J. Lane: London & New York, 1899 [1898]",,"JOHNSON, Reginald Brimley.|Robinson, Charles",http://www.flickr.com/photos/britishlibrary/tags/sysnum003038812
Oxford,1875,"Boase, Charles William|CREIGHTON, Mandell - successively Bishop of Peterborough and of London|GEORGE, Hereford Brooke.|JACKSON, William Walrond - Rector of Exeter College, Oxford|KITCHIN, George William - Dean of Durham|PELHAM, Henry Francis.|PLUMMER, Alfred - D.D|Watson, Albert.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003039451
London,1852,"GARVEY, Michael Angelo.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003039455
Chicago,1899,"LA SHELLE, Kirke.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003039533
London,1692,"BRADY, Nicholas - the Elder",http://www.flickr.com/photos/britishlibrary/tags/sysnum003040981
Olney,1893,"BROWN, Herbert - of Olney",http://www.flickr.com/photos/britishlibrary/tags/sysnum003043509
Paris,1840,"AUVIAL, August.|PHILIPON, Charles - Journalist",http://www.flickr.com/photos/britishlibrary/tags/sysnum003044262
Aarau,1864,"NIEBUHR, Barthold Georg.",http://www.flickr.com/photos/britishlibrary/tags/sysnum003045429
London,"1836, 1837",Mary - Queen of Scots,http://www.flickr.com/photos/britishlibrary/tags/sysnum003045760
